context1,y
айлы түн сүттей аппақ еді,1
аулада қарауытқан екі адамның сұлбасы бірден ес жиғызды біреуінің руслан екенін даусынан таныды екіншісін де шырамытқандай болды  көшенің арғы бетінде тұратын шашын иығына түскенше өсіріп үстіне елде жоқ әлеміш киімдерді киіп жүретін музыкант жігіт азиз сияқты сыртқа шыққан мұны байқап ұлы бері қарай жүрді азиз әрі кетті,1
 неғып жүрсіңдер анау кеткен азиз бе  деп сұрады баласынан,1
 иә сол ғой ролланға сәлем берейін деп келген екен екеуі бұрыннан бірдеңеге келіспеген бе ептеп шекісіп қалды,1
 сен үлкендердің ісіне араласпа ұлым жүр ұйықтайық  деп баласын ертіп үйіне кірді,1
бірақ ұйықтай алмады түні бойы дөңбекшіп таң алдында талықсып әзер көз ілді,1
келесі күні роллан бұларға келмеді екінші күні де көрінбеді сара өзінің елегізіп оны күтіп жүргенін байқады үшінші күні есік жаққа елеңдеп кешті әзер батырды жатарда көрші үйдің терезесіне көз салып еді шамы жанып тұр екен сара халатын иығына іле салып тағы да есік алдына шықты көрші үйдің есігі қиялай ашық тұр екен,1
ол үйге барудың еш қисынын таппай қиналды әрі ойлап бері ойлап түк таппай беймәлім бір күштің жетегіне еріп солай қарай жүре берген сара әлден уақытта көрші үйдің есігінің алдында тұрған кезінде барып ес жиып өз ісіне қымсынып қалды ұятай мен неғып тұрмын бұл жерде біреулер көріп қалған жоқ па екен деп алақтап жанжағына қарады түнжарымда бейсауат кім жүруші еді өзінің оғаш жүрісінен қысылып тұла бойы бір ысып бір суып аяғы дірдір етіп дереу кері қайтты,1
алға басқан аяғы кері тартып ілбіп келе жатып қайта оралуға көрші үйге баруға сылтау іздеді үйіне кіре беріп тосын бір ойдан қуанып кетті айтқандай роллан мұның гүлдерін ұнатып еді ғой өскінін сұраған ал гүл өсем дегенше қашан одан да өсіп тұрған бір гүлді апарып сыйламай ма анау өзі ұнатып жүрген гүлді иәиә қалайша ойына келмеген,1
сара жедел басып үйіне кірді де аппақ гүлін ашып құлпырып тұрған,1
әйел бақытын құшақтап қайта шықты,1
айлы түн сүттей аппақ еді,1
тыптынық түнде құлағының жарғағын жарардай болып үздіксіз дүрсдүрс еткен дыбыстан басы солқылдап кетті тоқтай қалып тыңдап қараса өз жүрегінің дүрсілі екен әшейінде қарыс қадам көрінетін екі үйдің арасы жеткізбей әнидің үйімен арадағы жиырма шақты қадам жерді жиырма минут жүрген шығар көршінің өтінішін орындағанда тұрған не бар екен  деп ойлады іштей өзінөзі алдарқатып  гүлімді аяғандай болмаймын ба,1
ешқандай ішкі есебі жоқ екендігіне өзінөзі сендіруге тырысқан сара сонда да болса әлденеге қуыстанып жанжағына алақжұлақ етіп қарап қояды ақыры жеттіау міне кезінде өзі емінеркін кіріпшығып жүрген үй сәл ғана ашық қалған есік бұған кір кір деп тұрғандай көрінді,1
гүл өскен құмырасын құшақтап қараңғы дәліздің табалдырығын аттай беріп қалт тоқтады іштен күбірлеген дауыстар естілді алғашында телевизор ма деген жоқ екі адамның сөйлескені сияқты сара бір орнында қатты да қалды ролланның қасында біреу бар екен ғой бәсе келмей қалып едіау себебі енді түсінікті болды кенеттен шаншып кеткен жүрегінің тұсына қолын қойып кеткелі бұрыла бергені сол еді ролланның қаттылау шыққан даусынан селк ете қалды,1
 қойшы азиз сен де қайдағы жоқты ойлап таба береді екенсің,1
осындай күдігіңмен шаршаттың әбден,1
азиз ее көрші жігіт азиз келіп отыр екен ғой түу адамның басына бірден жаман ой келетіні несі екен,1
ролланды іштей қызғанып қалған сара оның қызбен отырмағанына шынымен қатты қуанып есікті тықылдатпақ болып ұмтыла берген кенет бұл күтпеген аласкүлес оқиға басталды да кетті,1
 шаршаттым шаршаған екенсің ғой онда демал мен кеттім,1
солай деп сілкіне сөйлеп жұлқынып шыға берген азизды роллан көз ілеспес жылдамдықпен құшақтай алды құшақтап қана қойған жоқ сараны аңтаң қалдырып жожоқ төбесінен жай түскендей шошытып шашы дудырап бөлмеден шыға берген жігітті аймалап сүйе бастады оны кеудесінен итермелеп біраз жұлқынған азиз сәлден кейін қарсыласуын қойып ролланның бетінен көзінен өбе бастағанда өңі түгіл түсінде көрмеген мынадай көріністен есеңгіреп тілден айрылған сараның аяққолынан әл кетіп қолындағы гүл отырғызылған құмыра жерге гүрс етті,1
жүгіре шыққан роллан анадайда көйлегі ағараңдап безіп қашып бара жатқан сараны көрді аяғының астында жайнаған жапырақтар арасынан арудың білегіндей боп созылып шыққан сабағында үлбіреген аппақ гүлі бар әйел бақыты жайрап жатты,1
ақша бұлттар әлемі,1
қаланың оңтүстігіне қарай көп қабатты ғимараттар сиреп қорақопсылы жатаған үйлер басталатын тұста оқшау тұрған ауласы қашан көрсең де балалардан арылмайтын қос қабатты үй әрібері өтіп жатқан жолаушылар назарын бірден аударатын аударғанда ерекше сәнді сәулетімен немесе гүлбақшалы ауласымен емес көптен жөндеу көрмей тозығы жеткен сыртқы көрінісімен көзге түсетін қазіргі заманғы баршылыққа үйренген адамдардың көзіне үйдің сылағы түскен қабырғалары мен әйнектері қырық құрау терезелері оғаш көрініп азыптозған үйдің тұрғындарына аяушылық тудыруы мүмкін бірақ нағыз аяушылық тудырар жан жүдетер жай  осы үйдің пайда болуы екендігі ешкімнің ойына кіріпшықпайтын сияқты бұл  атаанасынан айрылған соң туыстуғанына сыймаған мемлекеттен басқа қамқоршысы жоқ балалардың баспанасы көпке түсінікті тілмен айтқанда  жетім балалар үйі еді,1
былайғы жұрт бұл үй туралы сырттай хабардар болғанымен оның ішкі өмірін тыныстіршілігін кішкентай тұрғындардың мұңмұқтажын терең білетіндер некенсаяқ қорғаншы және қамқоршы деп аталатын мекеменнің қызметкерлері өздеріне келіп түсетін мәліметтерге қарап ой түйсе тәрбиешілік қызметтің тамтұмдаған ақшасын алатындардың арасында арзымайтын ақыға бола жүрекжүйкесін тоздырғысы келмей жұмысқа қара көрсетіп келіпкететіндер басым,1
табиғатынан мейірімі тапшы адамдарға балаларға жылылық танытпадың деп өкпе айтудың өзі артық бұл үйдің тұрғындары соны түсініп өздерін кіммен қалай ұстау керектігін біліп өсіп келеді тағдыр соққысынан тым ерте есейіп ақыл тоқтатқан олар қарындарының ашпағанына үстерінде бір сыдырғы киімі бар екендігіне шүкіршілік етіп өмір сүруге мойын ұсынған бала бейнелі қариялар сияқты ойлануы көп асыр сап ойнақтап күлуі аз,1
сол маңның тұрғындары болса керек бірекі кейуана балалар аулаға шыққан кезде оларды ымдап шақырып қолдарына кейде тәтті тоқаш кейде иісі бұрқыраған бәліш ұстатып жібереді аратұра депутаттыққа өтпекші болғандар келіп кішкентай балаларға түрлі ойыншықтар ересектеу оқушыларға футбол добы боксшылардың қолғабы сияқты сыйлықтар жасап таудай тірлік тындырғандай жанжағына қоқилана қарап кететіні бар спорт түрлеріне баулитын секциялар мен жаттықтырушылар не балалар өздері барып дайындалатын жабдықталған алаңшасы болмағандықтан әр жерде бір домалап ақыры тентек балалардың біреуі тілгілеп ішінен паралоны шығып жататын қолғаптарды еден жуушы апай босқа шашылған дүниеай деп күңкілдеп жүріп қоқыс салатын жәшікке апарып тастайды,1
қайнаған өмірлі қаладан шеткеріде ауқаттылардың саяжайлары сап түзеген жаққа шығар жолда оқшауланып тұрған бұл үй бес жыл бойы тұрақты тұрғыны болған бекзатқа байлық пен кедейліктің барлық мен жоқтықтың бақыт пен қайғының шекаралық бекетіндей көрінеді атаанасының мейірім шуағына шомылған балалық шағы кенет үзілген ол қазыналық үйдің қабырғасындағы қуанышы аз бір сарынды күндерден әбден қажыды әсіресе қай жерде жүрсе де  асханада да мектеп жиынында да ұйықтайтын бөлмесіне қарай кетіп бара жатып та өзіне жаутаңжаутаң қарайтын кішкентай жәнияны көрген сайын қиналады,1
қарындасының жанарынан жер бетіндегі жалғыз жақыны  ағасынан көз жазып қаламын ба деген қорқынышты оқып жаны күйзеледі сосын екеуі уақытын бірге өткізетін мерекелерді каникул кезін асыға күтеді мұндағы жүрек жылуы тапшы қатаң тәртіпке бағынған тірліктен мерекемен басталатын маусым айы жазғы каникул құтқаратындай,1
өмірлік мерекеге зәру бұл мекеменің тұрғындары үшін   маусым ерекше мейрам еді себебі бұл күні тамақ та ерекше мәзірмен әзірленіп балалар көптен ауызға тимеген тәттілерге армансыз тоятын соның бәрі ересектер тілінде демеушілер деп аталатын кісілердің арқасында екені де бұларға белгілі жыл бойы қара көрсетпейтін олар маусымның бірі күні шырт ұйқысынан өзгеріп оянғандай машиналарына түрлі сыйлықты толтыра салып балалар үйіне бірі келіп бірі кетіп сапырылысып жататын,1
осында тұрған жылдары бекзат талай байқады бұл күні толассыз келіп жатқан үлкендікішілі қораптардың бірі ашылса бірі ашылмай бірінші қабаттағы қойма бөлмеге тоғытылатын уақыт өте олар өз жөнімен таратылып анау ағайдың мынау апайдың үйіне көшетінін де біледі тіпті талай рет көтерісіп үйлеріне дейін апарып та берген балаларға қалған сыйлықтар да жетіп артылады бекзатқа бұл жай еш әсер етпейді оның есілдерті  мейрам алдындағы абырсабыр тезірек өтіп маусым айының алғашқы күнінің келуі,1
атаанасы бар кезінде бұл күні олар төртеуі өзен жағасына баратын жәния селтеңдеп көбелек қуып жүргенде әкесі екеуі балық аулап анасы одан сорпа пісіретін әкесі екеуі қанша ұмтылса да анасы бұларды ағыны қатты өзенге түсірмей шырпыры шығып тіпті жыларман болушы еді әлі есінде ау сонда кешке дейін бақа қуып балық аулаймыз ба деп күйіппіскен әкесіне неге ашуланасың бақа қуып шаршасаң көк шалғынға жатып мен сияқты ақша бұлттарды тамашала жалықпасың анық  деп анасы күле жауап берген сосын сабырлы қалпына түсіп су  тілсіз жау деген рас судан қорқам осы сапаш дегені әлі есінде,1
сапарбек қолын бір сілтеп көбелек қуып жүрген қызына беттегенде бекзат мамықтай көк шалғынға жатып ап аспанға армандай көз тіккен анасы айзаданың қасына келіп жайғасқан,1
аспанда ақша бұлттар көшіп бара жатты,1
көрші әженің түткен түбітіндей үлпілдеген ақша бұлттар баяу қалқып неше түрлі кейіпке еніп біресе тостағанға толтырылған балмұздаққа біресе мойнын созған ботаға біресе көк айдында қанатын жайған аққуға айналады шетшеттері самауыр мұржасынан созыла ұшқан түтінге ұқсап селдіреген ақша бұлт көз алмай қарап жата берсең бір демде мың құбылып кейде адамға кейде түсініксіз бір хайуандарға ұқсап кетеді екен,1
сонда бекзат анасынан ақша бұлттар қайдан пайда болғанын қайдан шығып қайда бара жатқанын сұраған,1
аспандағы ақша бұлттар көшіне қиялдана көз тіккен айзада жер бетіндегі судың айналысы туралы ғылыми тұжырымды түсіндіруді мектеп сыбағасына қалдырып баласына басқа бір әңгіме айтып беріп еді,1
сен сияқты кішкентай кезімде осылай көк шалғында көшіп бара жатқан ақша бұлттарды тамашалап жатып олар қайда барады деп әжемнен сұрағаным есімде әжем бұрынғылар ақша бұлттарды  өмірден озған адамдардың рухы деседі артында қалған жақындарын көргісі келгенде ақша бұлтқа айналып өзі дүниеден өткен жерге бір соғып кетеді екен олардың әжептәуір тірлік етіп жүргендерін көрсе шүкіршілік етіп төбесінен қалқи ұшып өтеді,1
ал етжақындарының жүдеп жүргенін көрсе жаны қиналып лезде қорғасындай ауыр бұлтқа айналып нөсерлете көз жасын төгеді екен ертең өмірден озғанымда мен де ақша бұлт болып келіп сені көріп кетіп жүремін деп еді маған,1
кейін сендер үлкен азамат болғанда менің де әжем сияқты бақи сапарға аттанар кезім келеді аратұра төбеңнен қалқи ұшқан ақша бұлттарды көрсең сендерді сағынып көріп кетуге келген мен деп біл  деп айзада баласының кекілінен сипап құшырлана иіскеді,1
анасының әңгімесін тыңдап жатып бекзат бір ақша бұлтты жаулығы желбіреген анаға ұқсатқан сонда сезімтал бала орнынан атып тұрып ей ей ақша бұлт әже әже бізді көрдің бе бізде бәрі тамашааа деп айқайлаған анадайда жүрген әкесі ұлының бұл қылығының сырын түсіне қойған болуы керек басын шайқады да тамашааа деп бұған дауыс қосты содан төртеуі қол ұстасып алып шыркөбелек айналып әндетіп не керек өзен жағасындағы бақалардың зәресін ұшырып біраз шулап әзер басылып еді,1
келесі жылы атаанасы қалыптасқан дәстүрді бұзып бұларды өзен жағасына ертіп апармады сөйтсе үштөрт отбасы жаздың басталуын балалардан бөлек атап өтуге келіскен екен ұлқыздарына алаңдамай еркін демалу үшін балалардың басын қосып қалалық саябақта өтетін мерекеге аттандырып салған ересектер алдарынан не күтіп тұрғанынан бейхабар күйде күліпойнап өзен жағасына асыға аттанған сол көңілді топ мерекеден оралған бекзат пен жәнияны жылап қарсы алды,1
бекзат оқиғаның қалай болғанын кейіннен естіпбілді бір топ қызкеліншек қайықпен серуендеуге шығып жүзу білмеймін судан қорқамын деп тартыншақтағанына қарамай айзаданы да отырғызып алады өзен ортасына барғанда әлдебір оқыс қимылдан қайық аударылып шошына шыңғырған әйелдер суға тобымен бірақ құлайды айзаданың сапарбек деп күйеуінің атын бірақ рет айтуға шамасы келді десті қайықтағылар,1
жағада тұрған сапарбек суға қойып кетіп жанталаса өзен ортасына ұмтылады аударылған қайық маңында екі рет сүңгіп әйелін таба алмаған ол өзеннің қатты иіріміне тап келді ме әлде маусым басындағы тастай суық судан аяққолы тартылып қалды ма екен үшінші рет сүңгігеннен кейін өзі де су бетіне қайта көтеріле алмай қалады,1
содан бері міне бесінші жыл бекзат ылғи бірінші маусым күні өзен жағасына келіп ақша бұлттармен сырласады оның мұнысын ешкім ешбір дін немесе салт рәсімінің шеңберіне сыйғыза алмас еді бұл  оның жүрегінің айтуы жанының қажеттілігі өзінің білуінше сәби жүрегінің қалауымен жандүниесінің айтуымен атаанасының рухына тәуеп етуі де болар бәлкім оқуын жақсы оқып жүргенін жәнияның да әдемі қыз болып өсіп келе жатқанын оны қорғаштап басқа балалардың жылатып қоймауын қадағалап жүретінін айтады алғашқы жылы өзен жағасында тұрып екеуің бірдей неге кетіп қалдыңдар деп айқайлап жер бауырлап жылап көпке дейін өксігін баса алмаған келекеле есейгені болар дауыстап жылағанын қойып көз жасын жұта отырып іштей сөйлесетін болды,1
биыл көктем шыға өзен жағасын ұзақ аралап оның жұрт көзінен тасалау негізгі арнасынан бұрылып ішке қарай ендей кіріп жатқан бір қолтығынан өзіне орын сайлап алды өзеннің бұл жердегі ағысы да баяу ал екі қапталынан итмұрын бұталары ұйысып өсіп ортасында көк майса шөп қаулап шығып келе жатқан шағын ғана алаңқай шалғынында жатып аспандағы ақша бұлттар көшін тамашалауға ыңғайлыақ екен бекзатқа керегі де сол болатын  өзінің барша адамнан оқшауланып оңаша отырар мекені үшін іздегені тап осындай жер еді содан кейін де бірнеше рет келіп мекеніне барар жолды тазартып тым батпақты жерлеріне шымтезек тастап кәдімгідейақ еңбектенді,1
барабара өз қолымен жайластырған мекені бекзатты тартып тұратын болды балалар үйінде түстен кейінгі тынығу сағаты болғанда ал күн ұзарғалы бері тәрбиешілер үйдіүйіне тарағанда бірінші қабаттағы дәліздің терезесінен түсіп осы жерге келіп отырып ойлануды әдетке айналдырған ал бүгін міне сәті өздігінен түсті көптен күткен бірінші маусым күні тәрбиешілердің мейрамға орай қаладан келе бастаған жарылқаушыларды тосып алу қамымен әбігерленіп жүргенін пайдаланып интернаттан шығып кеткен бекзат әдетімен өзеннің жағасына келді,1
бұл бір үп еткен желі жоқ тыптынық күн еді жел болмаған соң өзеннің беті де айнадай жарқырап еркелей аунақшыған майда толқындар сыбырласып жағаға келіп шыпшып етіп домалай құлап жатты анадайда жалғыз қайық қараяды әдетте өзеннен балық аулайтындар келесі келгенге дейін қайығын осылайша қаңтарып кетеді дегенді бекзат талай естіген бірақ көріп тұрғаны бүгін ғана бір сәт бос қайыққа мініп серуенге шыққысы келді бірақ аударылған қайық әкешешесінің қазасы көз алдына елестеп ол ойынан іле айныды көңілі нілдей бұзылып үйреншікті жеріне жетті де көк шалғынға құлай кетті өзөзіне тоқтау салып біраз жатқан соң шалқасына аударылып түсіп көгілдір аспанға көз тікті,1
көкпеңбек тұптұнық аспанда шөкімдей ғана ақша бұлт қалықтап тұр екен анасындай нәпнәзік үлбірек бекзатқа ол бұған анықтап қарап алайын дегендей бір орыннан қозғалмай тұрғандай көрінді шырқау биікте көз қарықтыра жарқыраған күн көгілдір аспанға шапағын шашып сәулелі нұрға толған айналаның сұлулығынан тіл байланғандай бұл бір тыптынық анасының мінезіндей жаймашуақ күн еді бекзат орнынан тұрып майда толқындары жағаға келіп жығылып жатқан өзенге тұнжырай қарап біраз отырды,1
мама папа міне мен келіп отырмын  деді іштей  жәнияны ертпедім есіне салып көңілкүйін бұзбайын дедім әрі бүгін  балалар мейрамы ғой түрлі сыйлықтар береді әлі кішкентай ғой  сыйлық алсам деп қатты күтіп жүр мен өткенде оған қонжық аю сатып алып қойғанмын кешке бөлмесіне апарып беремін,1
папа мама бізге алаңдамаңдар жақсы оқып жүрміз апайлар қызыл аттестат аласың дейді жәния би үйірмесіне қатысып жүр әдемі билейді мен оқушылар спартакиадасында жүзуден бірінші орын алдым қаладағы спорт мектебінен бір ағай келіп өздеріне ауыстырып алғысы келген бірақ жәнияны қалай тастап кетемін бармадым,1
бекзат күрсініп қойды жарыста басқа балалардан оқ бойы озып келгенін әкешешесінің көрмегені ойына оралып тамағына өксік тығылды босамайын десе де шамасы келмей булығып көзінен жас тарамтарам боп ағып жер бауырлап жата кетті қанша жылағанымен ешкім кеп жұбатпасын білетін бала біраз өксіп көз жасын қолының сыртымен сүртті де шалқасына аунап түсті жылапжылап отығатын жетім қозыдай бұл да солығын басып терең күрсінді сосын есіне әлдене түскендей аспанға тесіле қарап әдетінше ақша бұлттарды іздей бастады,1
аспанда ақша бұлттар көшіп бара жатты,1
әлгіндегідей емес қоюлана түскен бұлттардың бұрынғысынша баяу қалқымай аязды күні мұржадан шыққан түтіндей будақбудақ болып жөңкіле көшіп бара жатқанына қарап мамам мен папам менің жылағаныма шыдамай тезірек кеткілері келді ме екен деп ойлады солсолақ екен жүрегі сыздап енді атаанасы өздерін уайымдайтын болдыау деп әлсіздік танытып жылағанына өкініп қалды,1
маматай папашым кешіріңдер бізде бәрі жақсы қарнымыз тоқ көңілді өмір сүріп жатырмыз деп асыға сыбырлады бекзат ақша бұлттар туралы аңыз санасында бекем орнығып қалған бала жігіт ерте келген жаздың ерке желі бағытын қайтақайта өзгертіп құбылып тұрғанын байқаған да жоқ қалықтаған бұлттар әуелі сәл тыным тауып келесі бір сәтте бастапқы бағытынан ауытқып ақырындап кері қарай көше бастағанда әлгінде ғана айтқан сөздері атаанасына жеткендей әрі қуанып әрі бұлттар туралы аңызға бұрынғыдан бетер иланып сенімі ұйи түсті сол сезімімен ақша бұлттардан көз алмай назары будақбудақ ақ торғынға байланды да қалды,1
аспанда әрліберлі қалқыған ақша бұлттардан өз анасының бейнесін іздеп селдір талшықтарын самал жел желпіген шашына иіріле дөңгеленген тұсын көйлегінің етегіне ұқсатып қиялданып жатқан бекзат мұның отырған жерінен отызқырық қадамдай жерге бір әйелдің келіп жайғасқанын аңдаған да жоқ интернатқа қайтпақшы боп орнынан тұра берген кезде ғана көзі шалып тас үстінде отырған әйелді тәрбиешілердің бірі екен деп бұға қойды жоқ мүлде бөтен бейтаныс жан сияқты,1
бекзат демін ішіне тартып бейтаныс әйелді зерттеп қарай бастады дене бітімі анасын есіне түсірді бірақ желкесінен буып қойған шашының ағы молырақ па қалай үстіне киген көйлегі де тіпті аяғының басына іле салған жеңіл шәркейі де көзіне ыстық көрінді  анасының осыған ұқсас киімдері болатын басына оқыс келген ойдан бекзаттың денесі дір ете қалды  мұның сағынғанын сезініп анасы елес болып келіп отырған шығар бұл сияқты таса жерге тығылмай сол маңдағы ең үлкен қойтасқа шығып отырғанына қарағанда әдейі көзге түскісі келген болар,1
жаңа ғана тұңғиық аспанда қалқып ұшқан түбіттей ұлпа бұлттар ұйлығысып мұның төбесінде біраз кідірістегеннен кейін мына әйелдің пайда болуын өзара байланыстырғысы келген бекзаттың бойы шымырлап кетті жүрегінің үдей түскен дүрсілін басуға тырысып өзінің таса жердегі мекеніне кездейсоқ келген қонақты анықтап көру үшін одан сайын қадала түсті,1
майда толқындары шыпшып етіп жағаға келіп жығылып жатқан өзенге телміре қарап отырған әйел ту сыртынан қадалған көзді сезетін емес өзіне ғана белгілі бір сәтті есіне түсіргендей теңсетіліп аратұра басын шайқап қояды айналасына қарамайды да қалың бұтаны қалқалап өзінің әр қимылын қалт жібермей бағып отырған бір бала түгілі сансыз көп көз қадалса да сезетіндей күйде емес еді,1
әйел жылап отырды,1
бар бақытынан айырған өзенге өкпе айтып мұңын шағып бірде ашулана ышқынып бірде шарасыз күйде сыбырлап жылап отырды,1
 ал енді тойдың ба жолыңдағыны жайпап қанша жанды жалмағанда не ұттың көк теңізге айналдың ба көкорай шалғынға малындың ба жоқ сол баяғыша жағаңды жапырып арнаңды опырып жүріп өткен жеріңді жайратып жатқан долы өзенсің жыл сайын қанша жанның өмірін қиясың енді міне менің жарымды қос құлынымды жұтып алып түк болмағандай момақансып ағып жатырсың,1
бұл  өзі түнгі ауысымда жұмыс істеп жүргенінде күйеуі мен екі баласынан қапыда көз жазып қалған гүлзада еді ерте көктемде қар еріп онсыз да арынды тау өзені кенересінен асып айналаның бәрі бір түнде көлдарияға айналған кезде үйлер құлап ұйқыда жатқан адамдарды басып қалған оқиғаны жұртшылық әлі ұмыта қойған жоқты солардың ішінде гүлзаданың отбасы да бартын құтқарушылар қираған үйдің астынан күйеуі мен балаларының жансыз денелерін алып шыққанда құлақ тұндыра шыңғырған әйел естүссіз құлап түскен,1
айналдырған бірекі күнде шашы ағарып кеткен гүлзаданың ұзақ уақыт ауруханада жатып үйіне шыққаны таяуда ғана беті бері қарағалы бері өзенге баруға сан ұмтылды бірақ туыстары қалт жібермей қадағалап ойын жүзеге асыра алмай жүргенде бүгін сәті түсе қалғаны бәріне себеп болған  балалар күніне арналған мейрам интернатта істейтін сіңлісін меңгеруші шақырып жатыр деген хабар жетті бармауға амал жоқ қазіргі жұмыссыздық жайлаған заманда босаған бір орынды анталап он адам күтіп отырғанда қалай бұлдана алады апасы жатқан бөлмеге бас сұққан ол гүлзада гүлзада деп ақырын ғана сыбырлап еді жауап болмады гүлзаданың көзін жұмып баяу тыныстап жатқанын көріп сіңлісі аяғының ұшымен басып үйден шықты ондағы ойы  апасы ұйықтап жатқанда тез жүгіріп барып жұмыстарын тындырып қайтып келе қою,1
телефон соққан адамға сіңлісінің біреуді жіберіңдерші деп жалынғанынан ештеңе шықпағанын сосын жарайды бір амалын табармын деген амалсыз жауабын қабырғалас бөлмедегі гүлзада естіп жатқанды ойындағысын іске асыру туралы шешім де тап сол сәтте келді сіңлісінің тапырлай жүгіріп өткен аяқ дыбысы ұзағанын аңдып тұрып бұл дереу үйден шығып өзенге беттеді жағаны әбден шарлап өзеннің ешкім жоқ бір қолтығындағы теңкиіп жатқан қойтасқа отырып өзенге ұзақ телмірді майда толқындардың арасынан біреулерді іздегендей өзі сарғая сағынған әлдекімдер сүңгіп шыға келетіндей көзін талдыра қараған ол көкірегінде сартап боп жиналып қалған мұңы мен зарын өзенге төгіп жылап отырды,1
 қанша жан сенің тойымсыз құлқыныңның құрбаны болды сенің дүлей мінезің қаншама адамды жұтып қанша үйдің шаңырағын ортасына түсірді сонда да басылмайсың,1
менің ендігі өмірімде не мән қалды жан жарым мен балаларымның артында қалғанда не бітірем қандай мұратқа жетем ақыры балашағамды алдың енді мені де ал,1
солай деді де оқыс шешімге келген гүлзада осында келе жатқанда көзі шалып қалған қайыққа қарай жедел адымдады,1
бағанадан бері бұтаның артында бұғып отырған бекзат әуелгіде ештеңеге түсінбей әліптің артын бағып сол орнында қала берген тек қайық жағадан ұзай бергенде әйелдің бөтен ойын сезгендей айқайлап суға қарай тұра жүгірді оқыс шыққан дауыстан селк ете қалған әйел әлденеге үлгіре алмай қалатындай суды жанталаса қолымен есе бастады сосын бұлайша ұзап кете алмасын түсінді ме көзін тарс жұмып суға қойды да кетті бастапқыда екпінмен төмен құлдилағанымен ұзақ науқастан кейін арыпашып салмақ қалмаған жепжеңіл денені ағын қайта серпіген гүлзада жүзіп шығуға еш әрекет жасамай өзен тереңдеген сайын күшейе түскен ағынмен қалтқұлт етіп бір батып бір шығып өзен ортасына қарай ағып бара жатты,1
бұл кезде бекзат та мұздай суды шашырата жүгіріп өзеннің ортасында басы қармақтың қалтқысындай қылтқылт етіп кетіп бара жатқан әйелге қарай ұмтылған құлаштай жүзіп тезақ жетсе де иірім үйіріп біресе тереңге тартып біресе өзен бетіне тепкен әйелді ұстау оңайға соқпады тастай суық су денесін қарып өзеннің ағыны күшейе түссе де қанша жыл бойы жүзумен айналысқанының кәдеге жараған жері осы болды келесі бір ұмтылғанда қолы әйелдің шашына іліктіау,1
әрі шошынып әрі иірім соғып әлі құрыған әйелді өзіне қарай жұлқа тартып оң қолымен қаусыра құшақтады да сол қолымен малтыған бекзат анадайда қарайған қайықты көріп соған қарай жүзді жағада бірнеше адам жиналып қалғанын бірекеуінің бұларға қарай жүзіп келе жатқанын көзі шалғанда бойына күш құйылғандай болды қайықтың ернеуіне қолы тигенде уһ деп бір дем алып сосын бар күшін жинап қатты шошынып қалшқалш еткен әйелді қайыққа жатқызбақшы болып көтере берген,1
бір жағына түскен екеуінің салмағынан аударылып кеткен қайықтың ернеуі басына дөп тиіп бекзаттың көз алды қарауытып кетті тереңге шымшым батып бара жатып жанына жеткендердің біреуі мұның қарысып қалған қолынан әйелді жұлқа тартып босатып алғанын ұқты ілешала әйелдің құтқарыңдар деп шыңғырған даусы емісеміс естілді содан соң буынбуыны босап еш жері ауырмастан еш қиналмастан қалқи жөнелген сияқты күй кешті,1
денесі жепжеңіл сөйтсе суда емес будақбудақ ақша бұлттардың ішінде қалқып ұшып келе жатыр екен мамық бұлттар жұпжұмсақ құшағына орап алып әлдилеп келесі бір шоғыр бұлтқа қарай ұшырып жіберетін сияқты түбіттей үлпілдеген ақша бұлттар шұғылаға малынып мың құбылып ал бұл өткеннен кейін лездің арасында алуан түрлі ағаштарға көз жауын алатын гүлдерге айналып кетіп жатыр мұндай ғаламатты кім көрген шырқау биіктен төгілген шуақ бойын бір рахат сезімге бөлеген бекзат өзінің осынау ғажап күйінің таусылмауын тілеп көзін жұма берді,1
