context1	context2	label
Ол ең кішкене объектілердің , ұшақтардын , ракеталардың ұшып - шығу позицияларын , су бетіндегі кемелерді суретке түсіре алатын арнаулы фотоаппараттармен жабдықталады . Мысалы , 300 километр биіктікке шыгарылған Жердің жасанды серігі 2000 километр  <word>радиус</word> та жердің бетін толық барлай алады . Бұл барланған жер аймағының ауданы 12 миллион шаршы километрден артық .	OGLE-TR-123 is a  <word>binary</word> stellar system containing one of the smallest main-sequence star s whose radius has been measured . It was discovered when the Optical Gravitational Lensing Experiment ( OGLE ) survey observed the smaller star eclipsing the larger primary .	F
Аумағы 22 , 4 км . Су жиналатын алабы 2270 км . Алаботаға оңтүстігінен  <word>Жарық</word> , Жаңасу өзендері құяды . Батыс , солтүстік және шығыс жағалауы жарлы , оңтүстік батпақты , қамысты келеді . Қарашада суы қатып , сәуірдің 2 - онкүндігінде мұзы ериді .	They were published on May 25 , 2006 , in the same issue of the peer-reviewed journal Science . The two papers describe tenable theories on bending or distorting  <word>light</word> to electromagnetically conceal an object . Both papers notably map the initial configuration of the electromagnetic field s on to a Cartesian mesh .	F
Оқу мерзімі - 4 жыл . Курсанттар көп қабатты типті әскери жатақханаларда орналастырылған , онда  <word>спорттық</word> зал , стадион , клуб , атыс тирі , лазарет , далалық оқу орталығы және басқа да қажетті нысандар бар . Оқу корпустары лекциялык аудиториялармен , арнайы сыныптармен зертханалармен жабдықталған , курсанттар ғаламтор байланысы 100 орындық оқу залы бар кітапхана бар .	The club had initially practiced at Urayasu , Chiba planning to base itself in Narashino , Chiba before opposition by those living around Akitsu  <word>Stadium</word> forced it to be based in Ichihara .	F
қоймаларының тізбелері пайда болды . 19 ғасырдың соңы мен 20 ғасырдың басында  <word>Жапония</word> , Қытай , Үндістан , Иран мен Түркия , т . б . шығыс елдерінде зерттеуді ең соңғы әдістердің көмегімен жүргізген ірі тарихшылар мен тіл мамандары жұмыс істеді .	The generic name refers to  <word>Nippon</word> , the Japanese name of Japan ; it was the first dinosaur named based on a find made on Japanese territory – though South Sakhalin was annexed by the Soviet Union in 1945 .	F
Тынық мұхитының оңтүстігіндегі мұз антарктикалық аудандарда , ал солтүстіктегісі тек Беринг , Охота теңіздерінде және де аздап Жапон теңізі нде де түзіледі .  <word>Аляска</word> ның оңтүстік жағалауынан наурыз - сәуір айларында 48 — 42 ° с . ш . болатын мұзтаудың біразы тасталады .	Originally conceived as an eight-episode production , enough material was filmed for eighteen episodes . Unfortunately , only the episodes of Canada and  <word>Alaska</word> of the American series were filmed due to his premature death . The complete series included 124 episodes , most of them shot in Spain .	F
Қарақалпақтардың антропологиялық типі орта - азиялық көне еуропалық нәсіл мен кейінірек келген моңғол тектес нәсілдің араласуы нәтижесінде пайда болған . Зерттеушілердің пікірінше , қарақалпақтардың арғы тегі біздің жыл санауымызға дейін - ақ  <word>Арыс</word> жағалауынан бастап Жайық өзені нің аралығын , Солтүстік Кавказ бен Дешті Қыпшақ даласына дейінгі ұлан - байтақ кеңістікте көшіп - қонған тайпаларға саяды . Профессор Н . А .	After the October Revolution , he joined a Red Guards detachment and fought in the suppression of the nationalist Kokand Autonomy , after which he was seconded to  <word>Arys</word> to guard depots .	F
<word>Бұлақ</word> , бастау – жер бетіне шығып жатқан табиғи жер асты су көзі . Ол тау лы , қырат ты аймақтарда , өзен , көл жағаларында жиі кездеседі . Бұлақтың арынсыз және арынды түрлері бар .	The area also boasts many back roads around East Hampton , the  <word>Springs</word> , and Amagansett , such as Three Mile Harbor Road , Springs Fireplace Road , and Old Stone HIghway .	F
Бұл нормалар 1998 жылға дейін тұрақты болды және заңи тұлғалардың еңбекке ақы төлеу қорының 30 %- ын құрады . Заңи тұлға құрмай  <word>кәсіпкерлік</word> қызметпен айналысатын жеке тұлғалар ай сайын әрбір жұмыскерге келетін бір айлық есептік көрсеткіштің мөлшерінде төлеп отырды .	The nominations and winners of the awards are selected by a panel of judges consisting of Indonesian film critics and filmmakers , including directors , actors , and actresses . Founder of the festival is Hafiz Husni and the Program  <word>Director</word> is Rangga Wisesa , as well as Public Relations .	F
Каспий теңізінің Маңғыстау түбегі Сарыарқаға қарағанда жас , бірақ кұрылысы мен жер бедерінің сипаттамасы ұқсас . Су ресурстарының тапшылығы Маңғыстау түбегінің табиғи ресурстарын игеруге кедергі болуда . Ең биік жері Қаратау ( Бесшоқы 556 м ), ең төменгі жері  <word>Қарақия</word> (- 132м ) ойысы .	It is notable that most of the city of Aktau lies below sea level in the Caspian Depression and is proximate to the lowest  <word>point</word> in Kazakhstan and the former Soviet Union at Karagiye .	F
Белсенді сөйлеу мүшелері ( ) - дыбыс жасауда белсенді кызмет атқаратын жылжымалы сөйлеу мүшелері . Олар : ерін , тіл , жұмсақ таңдай , кішкене тіл , көмей ,  <word>жақ</word> , дауыс шымылдығы .	The human mouth utilises the  <word>lips</word> , tongue and jaws for articulation . The articulation of vowels and phrases produces clear speech that is intelligible . The resonance of speech is produced by the pharynx and some sinuses of the cranium .	F
ЭТИЗМ –  <word>этика</word> лық негіздің адам мен қоғам өмірінде атқаратын рөлін асыра көрсететін дүниетаным дық және философия лық қағида . Этизм тұрғысынан алғанда , адам істес болатын барлық мәселелер өз мәніндегі этикалық мәселелер болып табылады .	Watsuji 's three main works were his two-volume 1954 `` History of Japanese Ethical Thought '' , his three-volume `` Rinrigaku '' ( ``  <word>Ethics</word> `` ) , first published in 1937 , 1942 , and 1949 , and his 1935 `` Fūdo '' .	F
28 сәуірде Дональд Трамп Атлант , Тынық мұхиты және Мұзды мұхит пен Мексика шығанағы ндағы мұнай мен газ өндірісін кеңейтетін жарлыққа қол қойды . 2017 жылғы 25 мамырдағы  <word>САКҰ</word> - ның кезекті саммиті кезінде Трамп альянсты ИШИМ - пен күресу үшін халықаралық коалицияға қосылуға сендірді . 2017 жылғы 26 - 27 мамырда G7 кезекті саммиті өтті , оған Дональд Трамп қатысты .	In 1994 , they released the album ``  <word>NATO</word> `` , which commented on the current political events in Eastern Europe , former Yugoslavia and the actions of the NATO pact , filtered through their vision of techno and pop .	F
Датқа билік жүйесінде билерден жоғары , сұлтан дармен шендес дәреже болып саналған . Тек хан ға немесе  <word>әмір</word> ге ғана бағынышты болған . Датқа - парсы сөзі , дад + хаһ « тілек , әділдік », соттың әділдігін талап етуші деген мағынаны білдіреді .	As for white wine , the grapes can be listed as follows ; in the Marmara Region , Chardonnay , Riesling , Semillion , Beylerce , Yapıncak ; in the Aegean Region , muscat and semillion ; in the Black Sea Region , Narince ; in Central Anatolia ,  <word>Emir</word> , Hasandede ( for further info ) .	F
context1	context2	label
Мәскеудің "  <word>Спартак</word> " клубының түлегі . 2002 жылы кәсіпқой карьерасын бастады . Бірақ " Спартак " сапында негізгі құрам ойыншысы бола алмады , түрлі клубтарда арендада жүрді де , 2005 жылы " Томь " клубына ауысты .	In April 2017 , players and coaches of Moscow football clubs  <word>Spartak</word> and CSKA published a video message ‘ We Play Till the Victory over Cancer ’ , the purpose of which was to raise funds for the High School of Oncology .	T
ИҚ - әдістің кемшілігіне мыналарды жатқызуға болады : сіңіру жолақтарының кездейсоқ қаптасуы , Үлгіні ( сынаманы ) дайындауға жұмсалатын уақыт , аспаптарды қалыптастырып , реттеу және оны бағалау үшін әуелгі  <word>стандарт</word> тардың қажеттілігі , сандық талдаудың қалыптастырылған мәліметтерін бір спектрофогометрден екіншісіне откізуге мүмкіндіктің кейде , айталық , оте қатты сіңірілетін ылғалды ерітінділердегі косылыстардың мөлшерін анықтағанда сезгіштіктің жоқтығы .	In medicine , this property is used to create dropper s and IV infusion sets which have a  <word>standardized</word> diameter , in such a way that 1 millilitre is equivalent to 20 drops .	T
25 маусым күні шұғыл түрде Нью - Йорк те БҰҰ Қауіпсіздік Кеңесі шақырылды , күн тәртібінде корей мәселесі талқыланды . Америкалықтармен ұсынылған , алғашқы  <word>резолюция</word> ешбір « қарсылықсыз », тоғыз мүше « қолдау » білдіріп , қабылданды . Югославия өкілі қалыс қалды , ал кеңестік елші Яков Малик дауыс беруге бойкот жариялады .	On the occasion of Rabbi Feldman 's tenth anniversary in office , the Georgia General Assembly passed House  <word>Resolution</word> 131EX2 commending both Rabbi Ilan and Miriam Feldman for their contributions to their synagogue and the community at large .	T
“ Гүлдер ”, “ Дос - Мұқасан ”, “  <word>Арай</word> ”, “ Ариран ”, “ Алатау ”, “ Яшлық ”, “ Жайық қызы ”, “ Сыр сұлуы ”, “ Жетісу ”, “ Ұлытау ” ән - би және эстрадалық ансамбль дері Қазақ эстрадасының дамуына зор ықпал етті .	On July 1 , 1819 , Johann Georg Tralles in Berlin observed a brilliant comet low in the sky during the evening  <word>twilight</word> . It was confirmed the next night by the astronomer Johann Elert Bode , also in Berlin .	T
Қазақтар ға дәстүрлі қонақжайлылық  <word>қасиет</word> ежелден тән . Олардың бұл қасиеті көптеген ғасырлар барысында қалыптасқан . Бұл жөнінде XIX ғасырдың аяқ кезінде Ресей зерттеушісі Виктор фон Герн былай деп жазған болатын : "« Жалпы алғанда , қазақтар осы уақыт қа дейін жылы жүзділігімен , қайырымды ақкөңілділігімен және қонақжайяылық қасиетімен таңғалдырады .	For Stirner , to be free is to be both one 's own `` creature '' ( in the sense of creation ) and one 's own `` creator '' ( dislocating the traditional role assigned to the gods ) . To Stirner , power is the method of egoism—it is the only justified method of gaining  <word>property</word> .	T
Спектрлік анализ негізін атом дар мен молекула лардың  <word>спектроскопия</word> сы құрайды және ол спектрлерді талдау мақсаты мен олардың түрлеріне қарай ажыратылады . Атомдардың ( ион дардың ) сәуле шығару және жұтылу спектрлері бойынша заттың элементтік құрамын анықтау " атомдық спектрлік анализ ( АСА ) тәсілдерімен ," ал сәуленің жұтылу , люминесценция және жарықтың комбинациялық шашырау спектрлері арқылы заттың молекулалық құрамын талдау молекулалық Спектрлік анализ әдістерімен орындалады .	Ultraviolet photoelectron spectroscopy ( UPS ) refers to the measurement of kinetic energy  <word>spectra</word> of photoelectrons emitted by molecules which have absorbed ultraviolet photons , in order to determine molecular orbital energies in the valence region .	T
Компания кеңселері Санкт - Петербургте , Екатеринбургте , Новосибирск , Нижний Новгородта , Симферополде ,  <word>Қазан</word> , Ростов - на - Дону , Минскіде , Алматы , Стамбулда , Берлин , Люцернде , Амстердам және Шанхайда орын тепкен .	In January 1502 , an embassy from Muscovy came to Kazan . Ghabdellatif was ousted , taken from  <word>Kazan</word> under guard to Moscow and then exiled to Beloozero ( now Belozersk , Russia ) . Moxammat Amin was installed as khan once again .	T
Қасымбек Ысаұлы ( туған - өлген жылы белгісіз ) – датқа , шешен . 19 ғасырдың 1 - жартысында Талас ,  <word>Ақсу</word> өңірін қоныстанған сиқым руын билеген датқа . Оның жер дауы , жесір дауы , барымта және Қоқан хандығы ның басқыншылық , озбырлықаласызомбылығына қарсы ел қамын қызғыштай қорғап айтқан кесімді , шешімді биліктері ел арасына жайылып кеткен .	The group belonged to Karaganda aviation enterprise . The following routes were opened for passenger and mail transportation : Akmolinsk – Korgalzhyn –  <word>Aksu</word> – Astrakhanka – Balkashino ( settlements of Akmolinsk region ) . Operations division was organized consisting of 2 persons .	T
Әкесінде италияндық шығу тегі бар , ал анасында итальяндық және ирландық шығу тектері бар . Ата - анасы – кәсіпқой музыканттар . Калпо отбасында төрт бала бар . 2010 жылы Род - Айленд қаласындағы « St . Mary Academy — Bay View » деген қыздарға арналған  <word>католик</word> мектебін бітірген .	There is a small , but thriving Basque population based in Asia . Some of the first  <word>Christian</word> missionaries in Asia were of Basque descent such as the Jesuit Francis Xavier who died on Sancian Island off the Chinese Coast . The Jesuit Pedro Arrupe was a witness of the Hiroshima atomic bomb in 1945 .	T
Бәйеке Жазыбайұлы ( 1820 ,  <word>Тарбағатай</word> , Тоқта - Барлық тауы - 1890 , Қытай , Іле аймағы , Текес ауданы Ешкілік тауы ) - би , мәмілегер . Бала кезінде медреседе білім алған . 16 жасынан ел билеу ісіне араласып , шешендігімен , зеректігімен жұртқа танылған .	Liu was born in Yueyang , Hunan in 1871 . From 1904 to 1907 he served as the  <word>Tarbagatay</word> prefect . He was then appointed the prefect of Ürümqi , where he served between 1907 and 1910 .	T
Футболдан Қазақстан Супер Кубогы 2008 — 2008 жылдың 2 наурызында Қазақстан чемпионы Ақтөбе мен Қазақстан Кубогының иегері  <word>Тобыл</word> командалары арасында өтті . Матч Алматыдағы Орталық стадионда өтті . Бұл матчты 12 мың жанкүйер тамашалады .	Čikoš made his debut for the club , in the return leg of second round Champions League , as Slovan Bratislava beat  <word>Tobol</word> on away goal after the match ended with a 1–1 draw on 19 July 2011 .	T
Жетісу — тарихи - географиялық аймақ . Солтүстікте Балқаш , солтүстік - шығысында Сасықкөл мен  <word>Алакөл</word> , шығыста Жетісу ( Жоңғар ) Алатауы , оңтүстік және оңтүстік - батысында Солтүстік Тянь - Шань жоталарымен шектеседі . Тарихи деректер мен зерттеулерде Жетісу атын құрайтын 7 өзен туралы түрліше пікір бар .	The Triassic was a period of erosion in the Kazakh Uplands and the Zaysan ,  <word>Alakol</word> , Balkhash and Tengiz basins are all small and filled with Late Triassic through Jurassic lacustrine deposits .	T
Аудан орталығы —  <word>Зайсан</word> қаласынан солтүстікке қарай 47 км , Жарлы өзенінің жағалауында орналасқан . Ауыл Зайсан қазаншұңқыры мен Ақжан құмы аралығындағы шалғынды , қызыл қоңыр топырақты қуаң агроклиматтық белдемде жатыр . Онда бетеге , боз , селеу , көде , т . б .	In 1924 , Soviet economic advantages over Xinjiang were expanded by the new agreement , which also established Soviet consulates in Ürümqi , Kulja , Chuguchak , Shara-Sume and Kashgar , in return , Chinese consulates were opened in Semipalatinsk , Tashkent , Alma-Ata ,  <word>Zaysan</word> and Andijan .	T
Аталмыш кезең де қазақтар шағын елді мекен дерде — ауылдарда тұрды . Қыруар көп мал ды бағу үшін олар шағын  <word>ауыл</word> болып тұруға мәжбүр еді . Әр ауылдағы шаруашылық 5 - 20 отбасынан аспады .	Rural districts in Yemen are divided into 'Uzaal ( Sub-districts ) while Uzaal are divided into  <word>villages</word> . There are eighteen Uzaal in Shar'ab As Salam . In the post-Ottoman Empire administrative divisions , Sharʿab was mostly part of a province called `` Kaza al-ʿUdayn '' ( ) and was part of Ibb region .	T
" Гематология " қан клеткалары мен қан жасаушы органдардың эмбриогенез і , морфогенез і және олардың физиологиясының мәселелерін , қан  <word>плазма</word> сы мен сарысуының қасиеттерін , Гематологияға жатпайтын аурулардағы қан түзілуінің өзгерістерін зерттейді . Қазақстандағы Гематология саласындағы зерттеулер 1960 жылдан бастап жүргізілді .	After replacing the first stage , Falcon 1 launched Saturday , 25 March 2006 at 09:30 local time . The DARPA payload was the United States Air Force Academy 's FalconSAT–2 , which would have measured space  <word>plasma</word> phenomena .	T
Өткізу –  <word>мүлік</word> ті немесе бағалы қағаздар ды ақша ға айналдыру – тауарды құнын толық төлеген сатып алушыға сату ( табыстау ). Бухгалтер лік есепте актив хабардар етілген және мәміле жасасуға дайын тәуелсіз тараптар арасында айырбасталатын немесе міндеттемемен төленетін мәміле мынадай жағдайларда : табыс сомасы барынша рас бағаланса ‚ мәміледен экономика лық пайда алынса ‚ нақты шығын барынша дәл бағаланса ‚ мәміле жасасылған затты меншіктену құқығы сатып алушыға табысталса ‚ өткізу деп есептеледі ; ал сатушы меншіктенуші құқығы мен міндеттерін сақтаса ; ақшалай қаражат алынса ‚ бірақ тауар босатылмаса ‚ жұмыс орындалмаса ‚ қызмет көрсетілмесе ‚ өткізу жүзеге асырылды деп танылмайды .	ColdHeat was an American company founded to develop and market products using the  <word>proprietary</word> graphite -like compound Athalite . The composite material is claimed by the manufacturer to have the unusual ability to conduct large amounts of heat and return to room temperature in a short amount of time .	T
Бесінші постулат ( латынша — талап ) — евклидтік геометрия ның formula_1 нүктесі және formula_2 түзуі арқылы өтетін  <word>жазықтықта</word> formula_2 түзуінен тысқары жатқан formula_1 нүктесі арқылы formula_2 түзуімен қиылыспайтын жалғыз ғана түзу сызуға болады делінген параллелдік аксиома сы .	William A. Nash defines shear force in terms of  <word>planes</word> : `` If a plane is passed through a body , a force acting along this plane is called a `` shear force '' or `` shearing force '' . ''	T
Соңғы жылдары кезінде КУСФ өзінің назарын роман биомедициналық зерттеулеріне айтарлықтай аударды және көптеген қайырымдылық жасаушыларды тартты . КУСФ BioHub құрайтын үш мекемелерінің (  <word>Беркли</word> және Стэнфорд университетімен бірге болды , Мишн Бэй - кампусында орналасқан . Жоба жаңа медициналық ғылыми - зерттеу орталығынан тұрады , $ 600 млн .	PTF was a collaboration of Caltech , LBNL , Infrared Processing and Analysis Center ,  <word>Berkeley</word> , LCOGT , Oxford , Columbia and the Weizmann Institute . The project was led by Shrinivas Kulkarni at Caltech .	T
Күн затының тығыздығы мен температурасы , оның атмосферасындағы заттың қозғалыс жылдамдығы , химия элемент атомдарының қозуы мен иондалуы , Күннің электр және магнит өрістері сияқты  <word>сан</word> алуан құбылыстар спектроскоптық , спектрометрлік , фотометрлік , фотография және радиоастрон .	<word>Number</word> is only marked on the noun in the ergative case , with - . The number marking of the absolutive argument is either by suppletive verb roots ( e.g . 'he is in the car ' vs. 'they are in the car ' ) or by verb suffixes : ( 'he goes ' ) , ( 'they go ' ) .	T
'“ Абылай хан ” — тарихи жыр . Жырға Абылай ханның балалық , жастық шағы мен ел билеген кезі  <word>арқау</word> болған . Авторы белгісіз . Қытайдың Шыңжаң Ұйғыр автономиялық ауданында тұратын қазақтар арасында кең тараған .	In a similar way , the aim of Edge Computing is to move the computation away from data centers towards the edge of the network , exploiting smart objects , mobile phones or network gateways to perform tasks and provide services on behalf of the cloud . By moving services to the edge , it is possible to provide content caching , service delivery ,  <word>storage</word> and IoT management resulting in better response times and transfer rates . At the same time , distributing the logic in different network nodes introduces new issues and challenges .	T
Есте сақтау — жад ында түту .  <word>Ес</word> үрдістерінің бірі , жаңадан түсіп жатқан ақпаратты жадыға енгізуді белгілейді . Есте сақтау динамикасын психодиагностика лау әдістемесі — адамның есте сақтауының динамика лық сипаттарын анықтауға көмектесетін психодиагностикалық әдістемелер , көбіне бұл әдістемелер адам қаншалықты тез есте сақтайтынын және ақпарат ты өндеуін анықтайды .	Situated AI is often associated with reactive planning , but the two are not synonymous . Brooks advocated an extreme version of cognitive minimalism which required initially that the behavior modules were finite state machines and thus contained no conventional  <word>memory</word> or learning . This is associated with reactive AI because reactive AI requires reacting to the current state of the world , not to an agent 's memory or preconception of that world .	T
1775 — 1780 жж ., қаржылық жағынан мүшкілдігіне қарамастан , Мюнхенге , Мангейм және Париж сәтсіз сапарына , шешесінің өліміне қарамастан , Моцарт басқамен қоса 6 клавирлік соната ,  <word>флейта</word> мен арфа ға арналған концерт , үлкен № 31 D - dur , Париждік деп аталып кеткен симфониясын , біргеше рухани хорларын , 12 балет тік туындыларын жазады .	The symphony , written for a standard orchestra consisting of piccolo , 2  <word>flute</word> s , 2 oboe s , English horn , 2 clarinet s in B-flat , 2 bassoons , contrabassoon , 4 horn s in F , 3 trumpet s in C , 3 trombone s , tuba , timpani , snare drum , cymbals , harp and strings , was premiered by Koussevitzky conducting the Boston Symphony Orchestra on November 28 , 1930 .	T
Сол кезеңде пайда болған қазақ жастарының басқа да ұйымдары сияқты “ Үмітте ” негізінен мәдени - ағартушылық ,  <word>демократия</word> сипаттағы шараларды ( қазақ халқының арасында оқу - білім тарату , мәдениеті , әдебиеті мен өнерін көтеру , оқушы жастарға жәрдемдесу , ауыз әдебиеті үлгілерін жинастырып жариялау , әйел теңдігін , демократиялық қоғамды насихаттау , т .	In the Weimar Republic , the university was widely recognized as a center of  <word>democratic</word> thinking , coined by professor s like Karl Jaspers , Gustav Radbruch , Martin Dibelius and Alfred Weber .	T
Сөйтіп , башқұрттар қазақ халқының да негізін құраған тайпалармен бірге бірнеше ғасыр бойы бір мемлекет құрамында болды . Алтын Орда ыдырағаннан кейін башқұрт тайпалары Ноғай ордасы ның , кейбір бөліктері  <word>Қазан</word> және Сібір хандықтарының құрамына енді . 1557 жылы башқұрттар Ресей империясының шапқыншылығына ұшырады да , Ноғай , Сібір хандықтарымен қоса Ресей отарына айналды .	<word>October</word> – A committee of the Delegation for the Adoption of an International Auxiliary Language , made up of academics including Otto Jespersen , Wilhelm Ostwald and Roland Eötvös meet in Paris to select a language for international use .	T
Осы қылығы , әйелі Ванданың жынына тиеді . Космода жаңғақтарға аллергиясы бар .  <word>Атлантида</word> ны 9 рет су астына жіберген және Космо туғаннан кейін перілерге 10 мың жыл ішінде бала тууға болмайды деген заң шығарған . Ол Юргенның кузены .	In the `` Sun Koh '' science fiction series , the protagonist Koh says things like `` My forefathers were Aryan '' , and in a story about  <word>Atlantis</word> , he says , `` If our Atlantis once again rises out of the sea , then we will get from there the blond , steel-hard men with the pure blood and will create with them the master race , which will finally rule the earth . ''	T
Түркістан облысы жерінің оңтүстігінен солтүстік - батысына қарай Сырдария өзені ағып өтеді . Сырдарияға  <word>Арыс</word> ( 378 км ), Келес ( 241 км ), Құркелес ( 98 км ) өзендері құяды . Халқы тығыз орналасқан оңтүстік - шығысында Арыс өзені нің салалары : Бадам , Сайрамсу , Ақсу , Жабағылы , Машат , Дауылбаба , Боралдай өзендерінің шаруашылық маңызы зор .	The Turkestan–Siberian Railway ( commonly abbreviated as the `` Turk–Sib '' , , تٷركسٸب , ; ) is a broad gauge railway that connects Central Asia with Siberia . It starts north of Tashkent in Uzbekistan at  <word>Arys</word> , where it branches off from the Trans-Aral Railway . It heads roughly northeast through Shymkent , Taraz , Bishkek ( on a spur ) to the former Kazakh capital of Almaty .	T
Аланд аралдары ( — " Оланд ", , " Ахвенанмаа " - "« алабұға елі »") — Балтық теңізі нде орналысқан архипелаг , Скандинавия елдерінің бірі . Финляндия құрамындағы  <word>автономия</word> болып табылады . Халық саны - 28 501 ( 2012 ж .).	This characterization has been challenged by scholars focused on the agency that temporary work affords individual workers . However , many studies promoting individual  <word>agency</word> focus on highly-educated and skilled knowledge worker s , rather than all kinds of temporary work ers .	T
Бір күні үйін сатып бермек болған Лаура атты жас қызбен кездесу үшін кафеге асығып бара жатып , жол ережесін бұзып , әлдебір көлікті басып озады . Ол көліктің  <word>жүргізушісі</word> бұған ашуланып , әлденені айтып айғайлайды . Пол кафеде қызбен тілдесіп отырғанда жаңағы жүргізуші де сол жерге кіріп келіп , бұған қоқан - лоққы көрсетеді .	Jarencio was featured in the 1990 Fernando Poe , Jr. film , `` May isang tsuper ng taxi '' ( Pablo S. Gomez , Pablo Santiago , FPJ Productions , Inc. ) in a cameo role along with other PBA players . They played a group of cab  <word>drivers</word> who came to aid FPJ and engaged the villain s in a fistfight .	T
Цирк өнері асқан ептілік пен күштілікке негізделген пантомималық ойын - сауықтар мен клоунның күлкілі әзіл - әжуаларын ( клоунада , акробатика , гимнастика , шабандоздық және жонглерлік өнер , эквилибристика , муз . эксцентрика ,  <word>иллюзионизм</word> , т . б .) қамтиды .	In 1776 the house , known then as The White House , was bought by Thomas Hopper , who , between 1778 and 1801 styled it as an hotel although all contemporary accounts point to its real business being as a high-class  <word>magical</word> brothel .	T
Ноутбуктың қалыңдығы әдетте 10 см - ден аспайды . Тасымалы компьютерлер мен ноутбук шығаратын ең әйгілі компаниялар IBM , Apple , Compaq ,  <word>Dell</word> , Toshiba және Hewlett - Packard болып табылады . Тасымалы ДК - лер сұйық кристалды бейнебетпен жабдықталады және батареялармен жұмыс істей алады , бұл пайдаланушы үшін шапшаңдықты қамтамасыз етеді .	Companies that have set up maquiladoras in Tijuana include Lanix , Hyundai , Sony , Vortec , BMW , Vizio , Toyota ,  <word>Dell</word> , Samsung , Kodak , Matsushita/Panasonic , GE , Nabisco , Ford , Microsoft , Cemex , Zonda , Philips , Pioneer , Airbus , Plantronics , Siemens Mexico , Jaguar , Pall Medical , Tara , Sanyo and Volkswagen .	T
Қазір олардың 4500 түрі , соның ішінде Қазақстан да Каспий теңіз інде 74 , Арал теңізі нде 1 түрі анықталған . Дене сі бүйірінен қысыңқы , бас , көкірек ,  <word>құрсақ</word> бөлімдерінен тұрады . Дене тұрқы 1 – 2 см - ден 30 см - ге дейін жетеді .	Sternomancy , from the Greek sternon ( chest ) is a divination practice involving reading the markings or bumps on the chest or breast bone ( or the area `` from the breast to the  <word>belly</word> `` , according to some sources ) .	T
Мектепке дейінгі мекеме , орта мектеп , клуб , кітапхана , емдеу амбулаториясы халыққа қызмет көрсетеді . Абай ауылы арқылы облысқа маңызы бар Егіндікөл —  <word>Қорғалжын</word> автомобиль жолы өтеді . Ең жақын темір жол станциясы — Жалтыр ( 166 км ).	The village is located on the bank of Lake Zhalanash , on the paved road which connects Astana and  <word>Korgalzhyn</word> . Zhanazhol ( 5.4 km ) and Rodionovka ( 5.7 km ) are nearby .	T
1378 – 1379 жылдары Әмір Темірдің көмегімен Сығанақ ты жаулап алып , Ақ Орданың билеушісі болды . Ол  <word>Мамай</word> дың Күлік шайқасында жеңіліске ұшырағанын пайдаланып , Алтын Орда тағына отырды . Сарайды , Қажы - Тарханды , Қырымды басып алды .	Most Alans submitted to the Mongol Empire in 1239–1277 . They participated in Mongol invasions of Europe and the Song dynasty in Southern China , and the Battle of Kulikovo under  <word>Mamai</word> of the Golden Horde .	T
Михаи ́ л Ю ́ рийұлы Ю ́ рченко ( 20 маусым 1970 ,  <word>Үштөбе</word> ) — кеңестің және қазақстандық боксшы , ауыр салмақ категориясының өкілі . 1980 және 1990 жылдары КСРО және Қазақстан құрама сапында шықты , ТМД чемпионы , халықаралық деңгейдегі турнирлердің жеңімпазы және жүлдегері , Атлантадағы жазғы Олимпиада ойындарының қатысушысы .	Igor Kim was born on 12 January 1966 in  <word>Ushtobe</word> , Alma-Ata region ( Kazakh Soviet Socialist Republic ) . In 1990 he graduated from Novosibirsk State University with a degree in Economic Cybernetics with a degree in mathematical economics .	T
Диалогта " атаулар ( names ) дәстүрлі ме , әлде табиғи ма , яғин , яғни  <word>тіл</word> ерікті таңбалар жүйесі ме , әлде сөздердің өзі бейнелеген заттармен ішкі бір байланысы бар ма " деген сұрақты Кратил пен Гермоген Сократқа қояды .	Shallice has been influential in laying the foundations for the discipline of cognitive neuropsychology , by formalising many of its methods and assumptions in his 1988 book `` From Neuropsychology to Mental Structure '' . He has also worked on many core problems in cognitive psychology and neuropsychology , including executive function ,  <word>language</word> and memory . Together with psychologist Don Norman , Shallice proposed a framework of attentional control of executive functioning .	T
заттармен байланысты және V , U , Ge , Re , сирек жер элементтерімен бірге кездеседі .  <word>Қазақстан</word> ның молибден кендеріндегі Молибден кентастарының төмендегідей типтері бар : кварц - молибденді және кварц - молибден - вольфрамды желілер ( Шығыс Қоңырат , Ақшатау , Қараоба , Солтүстік Қоңырат , т . б .	During the Cold War period , Oman avoided relations with communist countries because of the communist support for the insurgency in Dhofar . In recent years , Oman has undertaken diplomatic initiatives in the Central Asia n republics , particularly in  <word>Kazakhstan</word> , where it is involved in a joint oil pipeline project . In addition , Oman maintains good relations with Iran , its north-eastern neighbor across the Gulf of Oman , and the two countries regularly exchange delegations .	T
Израиль климат тық және география лық зоналардың ортасында болғандықтан  <word>флора</word> мен фауна сы өте бай . Оның флорасында 2380 - ге жуық өсімдік түрі кездеседі , ал олардың кейбіреулері өз кезегінде тек Израильде ғана кездеседі .	1 , published 1 May 1753 . The `` Species Plantarum '' was , for European scientists , a comprehensive global  <word>Flora</word> for its day , and by the 10th edition had reached over 3000 species . Linnaeus had learned plant names as short descriptive phrases ( polynomials ) known as `` nomina specifica '' .	T
